Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
Database Administrators,15-1141,detailed,87920.0
Network and Computer Systems Administrators,15-1142,detailed,82880.0
Computer Network Architects,15-1143,detailed,108170.0
Computer User Support Specialists,15-1151,detailed,46190.0
Computer Network Support Specialists,15-1152,detailed,48420.0
"Computer Occupations, All Other",15-1199,detailed,69890.0
Operations Research Analysts,15-2031,detailed,94530.0
Computer Systems Analysts,15-1121,detailed,69590.0
Information Security Analysts,15-1122,detailed,76310.0
Computer Programmers,15-1131,detailed,82340.0
"Software Developers, Applications",15-1132,detailed,78970.0
"Software Developers, Systems Software",15-1133,detailed,79610.0
Web Developers,15-1134,detailed,53770.0
Database Administrators,15-1141,detailed,77230.0
Network and Computer Systems Administrators,15-1142,detailed,75490.0
Computer Network Architects,15-1143,detailed,99800.0
Computer User Support Specialists,15-1151,detailed,43940.0
Computer Network Support Specialists,15-1152,detailed,56750.0
"Computer Occupations, All Other",15-1199,detailed,63810.0
Computer and Information Research Scientists,15-1111,detailed,98180.0
Computer Systems Analysts,15-1121,detailed,78580.0
Information Security Analysts,15-1122,detailed,82930.0
Computer Programmers,15-1131,detailed,77390.0
"Software Developers, Applications",15-1132,detailed,78690.0
"Software Developers, Systems Software",15-1133,detailed,101180.0
Web Developers,15-1134,detailed,59030.0
Database Administrators,15-1141,detailed,88240.0
Network and Computer Systems Administrators,15-1142,detailed,79430.0
Computer Network Architects,15-1143,detailed,98330.0
Computer User Support Specialists,15-1151,detailed,49660.0
Computer Network Support Specialists,15-1152,detailed,64690.0
"Computer Occupations, All Other",15-1199,detailed,83500.0
Actuaries,15-2011,detailed,121780.0
Operations Research Analysts,15-2031,detailed,67270.0
Statisticians,15-2041,detailed,82800.0
Computer Systems Analysts,15-1121,detailed,83020.0
Computer Programmers,15-1131,detailed,81300.0
"Software Developers, Applications",15-1132,detailed,84970.0
"Software Developers, Systems Software",15-1133,detailed,104730.0
Web Developers,15-1134,detailed,61500.0
Database Administrators,15-1141,detailed,63650.0
Network and Computer Systems Administrators,15-1142,detailed,70370.0
Computer User Support Specialists,15-1151,detailed,46320.0
Computer Network Support Specialists,15-1152,detailed,59340.0
Computer Systems Analysts,15-1121,detailed,74810.0
Information Security Analysts,15-1122,detailed,80830.0
Computer Programmers,15-1131,detailed,72460.0
"Software Developers, Applications",15-1132,detailed,84590.0
"Software Developers, Systems Software",15-1133,detailed,79250.0
Web Developers,15-1134,detailed,58590.0
Database Administrators,15-1141,detailed,70590.0
Network and Computer Systems Administrators,15-1142,detailed,75690.0
Computer Network Architects,15-1143,detailed,86770.0
Computer User Support Specialists,15-1151,detailed,45160.0
Computer Network Support Specialists,15-1152,detailed,52030.0
"Computer Occupations, All Other",15-1199,detailed,76900.0
Operations Research Analysts,15-2031,detailed,71420.0
Statisticians,15-2041,detailed,58810.0
Computer Systems Analysts,15-1121,detailed,103560.0
Information Security Analysts,15-1122,detailed,99090.0
Computer Programmers,15-1131,detailed,68730.0
"Software Developers, Applications",15-1132,detailed,123650.0
"Software Developers, Systems Software",15-1133,detailed,114280.0
Web Developers,15-1134,detailed,52210.0
Database Administrators,15-1141,detailed,67230.0
Network and Computer Systems Administrators,15-1142,detailed,77380.0
Computer Network Architects,15-1143,detailed,49610.0
Computer User Support Specialists,15-1151,detailed,50610.0
Computer Network Support Specialists,15-1152,detailed,58470.0
Operations Research Analysts,15-2031,detailed,91170.0
Network and Computer Systems Administrators,15-1142,detailed,65860.0
Computer User Support Specialists,15-1151,detailed,49490.0
Computer Systems Analysts,15-1121,detailed,67670.0
Computer Programmers,15-1131,detailed,69920.0
"Software Developers, Applications",15-1132,detailed,90340.0
Network and Computer Systems Administrators,15-1142,detailed,50650.0
Computer User Support Specialists,15-1151,detailed,44910.0
Computer Systems Analysts,15-1121,detailed,73390.0
Computer Programmers,15-1131,detailed,94330.0
"Software Developers, Applications",15-1132,detailed,95510.0
"Software Developers, Systems Software",15-1133,detailed,86160.0
Web Developers,15-1134,detailed,75970.0
Network and Computer Systems Administrators,15-1142,detailed,92340.0
Computer Network Architects,15-1143,detailed,103800.0
Computer User Support Specialists,15-1151,detailed,55460.0
Computer Network Support Specialists,15-1152,detailed,69820.0
Computer Systems Analysts,15-1121,detailed,75620.0
Computer Programmers,15-1131,detailed,60600.0
"Software Developers, Applications",15-1132,detailed,71490.0
Web Developers,15-1134,detailed,63220.0
Database Administrators,15-1141,detailed,62310.0
Network and Computer Systems Administrators,15-1142,detailed,60760.0
Computer User Support Specialists,15-1151,detailed,46590.0
Computer Systems Analysts,15-1121,detailed,85130.0
Information Security Analysts,15-1122,detailed,94890.0
Computer Programmers,15-1131,detailed,85260.0
"Software Developers, Applications",15-1132,detailed,97950.0
"Software Developers, Systems Software",15-1133,detailed,115170.0
Web Developers,15-1134,detailed,65890.0
Database Administrators,15-1141,detailed,88190.0
Network and Computer Systems Administrators,15-1142,detailed,85470.0
Computer Network Architects,15-1143,detailed,99270.0
Computer User Support Specialists,15-1151,detailed,53680.0
Computer Network Support Specialists,15-1152,detailed,68050.0
"Computer Occupations, All Other",15-1199,detailed,93600.0
Operations Research Analysts,15-2031,detailed,85060.0
Computer and Information Research Scientists,15-1111,detailed,130790.0
Computer Systems Analysts,15-1121,detailed,108150.0
Information Security Analysts,15-1122,detailed,123370.0
Computer Programmers,15-1131,detailed,86780.0
"Software Developers, Applications",15-1132,detailed,111690.0
"Software Developers, Systems Software",15-1133,detailed,120340.0
Web Developers,15-1134,detailed,77830.0
Database Administrators,15-1141,detailed,98770.0
Network and Computer Systems Administrators,15-1142,detailed,98200.0
Computer Network Architects,15-1143,detailed,124140.0
Computer User Support Specialists,15-1151,detailed,58850.0
Computer Network Support Specialists,15-1152,detailed,77320.0
"Computer Occupations, All Other",15-1199,detailed,96880.0
Actuaries,15-2011,detailed,126260.0
Operations Research Analysts,15-2031,detailed,98330.0
Statisticians,15-2041,detailed,98530.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,94290.0
Computer Systems Analysts,15-1121,detailed,75830.0
Information Security Analysts,15-1122,detailed,81960.0
Computer Programmers,15-1131,detailed,81260.0
"Software Developers, Applications",15-1132,detailed,82090.0
"Software Developers, Systems Software",15-1133,detailed,96370.0
Web Developers,15-1134,detailed,60360.0
Database Administrators,15-1141,detailed,84080.0
Network and Computer Systems Administrators,15-1142,detailed,73810.0
Computer Network Architects,15-1143,detailed,77230.0
Computer User Support Specialists,15-1151,detailed,45600.0
Computer Network Support Specialists,15-1152,detailed,44920.0
Operations Research Analysts,15-2031,detailed,76170.0
Statisticians,15-2041,detailed,75960.0
Computer and Information Research Scientists,15-1111,detailed,109260.0
Computer Systems Analysts,15-1121,detailed,76240.0
Information Security Analysts,15-1122,detailed,79650.0
Computer Programmers,15-1131,detailed,75780.0
"Software Developers, Applications",15-1132,detailed,88000.0
"Software Developers, Systems Software",15-1133,detailed,103540.0
Web Developers,15-1134,detailed,54380.0
Database Administrators,15-1141,detailed,66230.0
Network and Computer Systems Administrators,15-1142,detailed,71070.0
Computer Network Architects,15-1143,detailed,89450.0
Computer User Support Specialists,15-1151,detailed,60230.0
Computer Network Support Specialists,15-1152,detailed,67980.0
"Computer Occupations, All Other",15-1199,detailed,76500.0
Operations Research Analysts,15-2031,detailed,84380.0
Computer and Information Research Scientists,15-1111,detailed,100970.0
Computer Systems Analysts,15-1121,detailed,72330.0
Information Security Analysts,15-1122,detailed,77040.0
Computer Programmers,15-1131,detailed,69710.0
"Software Developers, Applications",15-1132,detailed,76530.0
"Software Developers, Systems Software",15-1133,detailed,110210.0
Web Developers,15-1134,detailed,63990.0
Database Administrators,15-1141,detailed,51730.0
Network and Computer Systems Administrators,15-1142,detailed,66800.0
Computer Network Architects,15-1143,detailed,90010.0
Computer User Support Specialists,15-1151,detailed,42510.0
Computer Network Support Specialists,15-1152,detailed,52200.0
"Computer Occupations, All Other",15-1199,detailed,78600.0
Actuaries,15-2011,detailed,100510.0
Operations Research Analysts,15-2031,detailed,68750.0
"Software Developers, Applications",15-1132,detailed,82050.0
Network and Computer Systems Administrators,15-1142,detailed,58840.0
Computer User Support Specialists,15-1151,detailed,41890.0
Computer Systems Analysts,15-1121,detailed,83610.0
Information Security Analysts,15-1122,detailed,88380.0
Computer Programmers,15-1131,detailed,69430.0
"Software Developers, Applications",15-1132,detailed,83680.0
"Software Developers, Systems Software",15-1133,detailed,100370.0
Web Developers,15-1134,detailed,65050.0
Database Administrators,15-1141,detailed,86810.0
Network and Computer Systems Administrators,15-1142,detailed,73570.0
Computer Network Architects,15-1143,detailed,91410.0
Computer User Support Specialists,15-1151,detailed,41720.0
Computer Network Support Specialists,15-1152,detailed,57170.0
"Computer Occupations, All Other",15-1199,detailed,65370.0
Actuaries,15-2011,detailed,91580.0
Operations Research Analysts,15-2031,detailed,75300.0
Computer Systems Analysts,15-1121,detailed,74590.0
Computer Programmers,15-1131,detailed,66080.0
"Software Developers, Applications",15-1132,detailed,90230.0
Web Developers,15-1134,detailed,38020.0
Database Administrators,15-1141,detailed,72600.0
Network and Computer Systems Administrators,15-1142,detailed,67570.0
Computer Network Architects,15-1143,detailed,62420.0
Computer User Support Specialists,15-1151,detailed,41650.0
Computer Network Support Specialists,15-1152,detailed,54850.0
"Computer Occupations, All Other",15-1199,detailed,60190.0
Computer Systems Analysts,15-1121,detailed,84350.0
Information Security Analysts,15-1122,detailed,85080.0
Computer Programmers,15-1131,detailed,62800.0
"Software Developers, Applications",15-1132,detailed,91120.0
"Software Developers, Systems Software",15-1133,detailed,94520.0
Web Developers,15-1134,detailed,53890.0
Database Administrators,15-1141,detailed,86050.0
Network and Computer Systems Administrators,15-1142,detailed,76350.0
Computer Network Architects,15-1143,detailed,92880.0
Computer User Support Specialists,15-1151,detailed,47450.0
Computer Network Support Specialists,15-1152,detailed,56600.0
"Computer Occupations, All Other",15-1199,detailed,79370.0
Actuaries,15-2011,detailed,98140.0
Operations Research Analysts,15-2031,detailed,86120.0
Statisticians,15-2041,detailed,88490.0
Computer Systems Analysts,15-1121,detailed,78120.0
Information Security Analysts,15-1122,detailed,87980.0
Computer Programmers,15-1131,detailed,62160.0
"Software Developers, Applications",15-1132,detailed,78300.0
"Software Developers, Systems Software",15-1133,detailed,92990.0
Web Developers,15-1134,detailed,61080.0
Database Administrators,15-1141,detailed,63890.0
Network and Computer Systems Administrators,15-1142,detailed,75920.0
Computer Network Architects,15-1143,detailed,92480.0
Computer User Support Specialists,15-1151,detailed,44720.0
Computer Network Support Specialists,15-1152,detailed,54070.0
"Computer Occupations, All Other",15-1199,detailed,75080.0
Actuaries,15-2011,detailed,77540.0
Operations Research Analysts,15-2031,detailed,71720.0
Statisticians,15-2041,detailed,78410.0
Computer and Information Research Scientists,15-1111,detailed,84890.0
Computer Systems Analysts,15-1121,detailed,89560.0
Information Security Analysts,15-1122,detailed,94740.0
Computer Programmers,15-1131,detailed,75570.0
"Software Developers, Applications",15-1132,detailed,96850.0
"Software Developers, Systems Software",15-1133,detailed,94550.0
Web Developers,15-1134,detailed,63400.0
Database Administrators,15-1141,detailed,97280.0
Network and Computer Systems Administrators,15-1142,detailed,73990.0
Computer Network Architects,15-1143,detailed,105560.0
Computer User Support Specialists,15-1151,detailed,47920.0
Computer Network Support Specialists,15-1152,detailed,74270.0
"Computer Occupations, All Other",15-1199,detailed,91370.0
Actuaries,15-2011,detailed,93770.0
Operations Research Analysts,15-2031,detailed,84190.0
Statisticians,15-2041,detailed,88180.0
